customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,subscription_status,churn_flag,active_flag,monthly_revenue,Revenue,subscription_duration,clv_per_customer,cohort_month,cancel_month,months_since_join
155562517,2022-09-14,2022-12-07,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
153577096,2022-09-14,2022-10-21,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
154937101,2022-09-15,,39,month,Yes,Active,0,1,39,0,43,1677,2022-09,,43
144968444,2022-09-15,2022-09-15,39,month,No,Cancelled,1,0,39,0,0,0,2022-09,2022-09,0
155270889,2022-09-15,2023-03-06,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-09,2023-03,6
155601465,2022-09-15,2023-06-01,39,month,Yes,Cancelled,1,0,39,0,9,351,2022-09,2023-06,9
154045370,2022-09-15,2022-11-28,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
155612742,2022-09-15,2022-11-08,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
155621162,2022-09-15,2022-11-14,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
154904040,2022-09-15,2022-10-22,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
150810434,2022-09-15,2022-10-12,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
150825802,2022-09-15,2022-10-13,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
151907203,2022-09-15,2022-10-11,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
149595273,2022-09-15,2022-09-29,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-09,2022-09,0
155596960,2022-09-15,2022-09-23,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-09,2022-09,0
155192606,2022-09-16,,39,month,Yes,Active,0,1,39,0,43,1677,2022-09,,43
129111644,2022-09-16,2023-03-23,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-09,2023-03,6
155426674,2022-09-16,2023-04-10,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-09,2023-04,7
154389303,2022-09-16,2023-01-05,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-09,2023-01,4
155671632,2022-09-16,2022-12-22,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
155663101,2022-09-16,2022-10-04,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
152084572,2022-09-17,,39,month,Yes,Active,0,1,39,0,43,1677,2022-09,,43
155783230,2022-09-17,2023-05-12,39,month,Yes,Cancelled,1,0,39,0,8,312,2022-09,2023-05,8
155714315,2022-09-17,2023-01-14,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-09,2023-01,4
155774393,2022-09-17,2022-10-18,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
152901090,2022-09-18,2023-01-25,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-09,2023-01,4
147029752,2022-09-18,2022-11-21,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
155809043,2022-09-18,2022-12-08,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
155180991,2022-09-18,2022-11-12,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
155713732,2022-09-18,2022-09-30,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-09,2022-09,0
155204060,2022-09-18,2022-10-17,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
136817161,2022-09-19,2022-10-17,39,month,No,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
126212861,2022-09-19,2022-09-19,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-09,2022-09,0
155265877,2022-09-19,2023-02-10,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-09,2023-02,5
155916753,2022-09-19,2023-02-19,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-09,2023-02,5
155927984,2022-09-19,2022-12-17,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
155876104,2022-09-19,2022-12-14,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
155733164,2022-09-19,2022-09-19,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-09,2022-09,0
153832728,2022-09-19,2022-10-18,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
155876188,2022-09-19,2022-10-20,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
150687940,2022-09-19,2022-10-18,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
155967446,2022-09-20,,39,month,Yes,Active,0,1,39,0,43,1677,2022-09,,43
155687378,2022-09-20,2023-03-27,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-09,2023-03,6
156020667,2022-09-20,2023-05-09,39,month,Yes,Cancelled,1,0,39,0,8,312,2022-09,2023-05,8
155869412,2022-09-20,2022-12-21,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
156042204,2022-09-20,2022-11-08,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
153568990,2022-09-20,2022-09-30,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-09,2022-09,0
155327111,2022-09-20,2022-10-31,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
155270521,2022-09-20,2023-08-08,39,month,Yes,Cancelled,1,0,39,0,11,429,2022-09,2023-08,11
155991618,2022-09-21,2023-06-28,39,month,Yes,Cancelled,1,0,39,0,9,351,2022-09,2023-06,9
156045144,2022-09-21,2022-12-06,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
155439932,2022-09-21,2022-11-14,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
152674430,2022-09-21,2022-10-03,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156135106,2022-09-22,,39,month,Yes,Active,0,1,39,0,43,1677,2022-09,,43
156185490,2022-09-22,2023-05-02,39,month,Yes,Cancelled,1,0,39,0,8,312,2022-09,2023-05,8
156180312,2022-09-22,2022-11-15,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
151263484,2022-09-22,2022-10-29,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156008989,2022-09-22,2022-10-21,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
147687218,2022-09-22,2022-10-29,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156235650,2022-09-23,,39,month,Yes,Active,0,1,39,0,43,1677,2022-09,,43
131128612,2022-09-23,2023-01-16,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-09,2023-01,4
156198840,2022-09-23,2023-01-21,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-09,2023-01,4
144166296,2022-09-23,2022-10-19,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
136108848,2022-09-23,2022-11-30,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
156225482,2022-09-23,2022-10-14,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156209360,2022-09-23,2022-10-30,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
153492199,2022-09-24,2022-12-01,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
156127439,2022-09-24,2022-11-01,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
156197748,2022-09-24,2022-10-26,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156292980,2022-09-25,,39,month,Yes,Active,0,1,39,0,43,1677,2022-09,,43
129284681,2022-09-25,2022-11-01,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
156249750,2022-09-25,2022-11-02,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
155143974,2022-09-25,2022-11-18,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
151354965,2022-09-25,2022-10-29,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156178486,2022-09-25,2022-10-24,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
132314522,2022-09-26,2022-12-04,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
152505897,2022-09-26,2023-04-07,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-09,2023-04,7
151086770,2022-09-26,2023-01-23,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-09,2023-01,4
148713821,2022-09-26,2023-02-10,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-09,2023-02,5
146422602,2022-09-26,2022-11-03,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
156460574,2022-09-26,2022-11-17,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
156364063,2022-09-26,2022-11-14,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
149139298,2022-09-26,2022-10-26,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156371514,2022-09-26,2022-10-24,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156423167,2022-09-27,2023-01-18,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-09,2023-01,4
155199164,2022-09-27,2023-01-03,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-09,2023-01,4
156373191,2022-09-27,2022-12-28,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
156517374,2022-09-27,2022-09-27,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-09,2022-09,0
156032089,2022-09-28,,39,month,Yes,Active,0,1,39,0,43,1677,2022-09,,43
154563706,2022-09-28,2023-03-25,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-09,2023-03,6
124481723,2022-09-28,2022-11-22,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
146861757,2022-09-28,2022-12-22,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
152476124,2022-09-28,2022-11-28,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
156192628,2022-09-28,2022-11-20,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
152109538,2022-09-28,2022-10-19,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156659071,2022-09-28,2022-09-29,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-09,2022-09,0
156717075,2022-09-29,2023-04-14,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-09,2023-04,7
156715443,2022-09-29,2022-12-29,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
147656952,2022-09-29,2022-12-28,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-09,2022-12,3
152918862,2022-09-29,2022-11-20,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
146866890,2022-09-29,2022-10-24,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
151735444,2022-09-30,,39,month,Yes,Active,0,1,39,0,43,1677,2022-09,,43
155608371,2022-09-30,2022-10-01,39,month,No,Cancelled,1,0,39,0,1,39,2022-09,2022-10,1
156809544,2022-09-30,2023-03-28,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-09,2023-03,6
156813288,2022-09-30,2023-05-20,39,month,Yes,Cancelled,1,0,39,0,8,312,2022-09,2023-05,8
156817946,2022-09-30,2023-06-03,39,month,Yes,Cancelled,1,0,39,0,9,351,2022-09,2023-06,9
156194905,2022-09-30,2023-04-06,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-09,2023-04,7
148568942,2022-09-30,2023-01-06,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-09,2023-01,4
151154171,2022-09-30,2022-11-29,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
122921842,2022-09-30,2022-11-06,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-09,2022-11,2
156754286,2022-10-01,,39,month,Yes,Active,0,1,39,0,42,1638,2022-10,,42
144160302,2022-10-01,2022-10-02,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-10,2022-10,0
155045053,2022-10-01,2023-01-01,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-10,2023-01,3
133869989,2022-10-01,2022-11-02,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-10,2022-11,1
156863940,2022-10-01,2022-11-02,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-10,2022-11,1
156884323,2022-10-01,2022-10-25,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-10,2022-10,0
156365410,2022-10-01,2022-10-29,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-10,2022-10,0
153957162,2022-10-02,,39,month,Yes,Active,0,1,39,0,42,1638,2022-10,,42
152436949,2022-10-02,2022-10-03,39,month,No,Cancelled,1,0,39,0,0,0,2022-10,2022-10,0
156403612,2022-10-02,2023-01-26,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-10,2023-01,3
154198756,2022-10-02,2022-11-14,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-10,2022-11,1
156917754,2022-10-02,2022-10-28,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-10,2022-10,0
134975906,2022-10-03,2022-10-27,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-10,2022-10,0
156955735,2022-10-03,2023-07-02,39,month,Yes,Cancelled,1,0,39,0,9,351,2022-10,2023-07,9
156982750,2022-10-03,2023-02-06,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-10,2023-02,4
156953312,2022-10-03,2023-03-17,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-10,2023-03,5
124642102,2022-10-03,2023-01-03,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-10,2023-01,3
156940530,2022-10-03,2023-01-10,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-10,2023-01,3
155602780,2022-10-03,2023-01-20,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-10,2023-01,3
149635726,2022-10-03,2022-11-08,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-10,2022-11,1
152660102,2022-10-03,2022-11-28,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-10,2022-11,1
153620734,2022-10-03,2022-11-29,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-10,2022-11,1
156940254,2022-10-03,2022-10-03,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-10,2022-10,0
156940060,2022-10-03,2022-10-10,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-10,2022-10,0
156938938,2022-10-03,2022-10-03,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-10,2022-10,0
156955272,2022-10-04,2023-04-21,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-10,2023-04,6
156941638,2022-10-04,2023-03-15,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-10,2023-03,5
157154624,2022-10-04,2023-01-30,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-10,2023-01,3
151677119,2022-10-04,2022-12-14,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-10,2022-12,2
139465940,2022-10-04,2022-11-05,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-10,2022-11,1
156895692,2022-10-05,,39,month,Yes,Active,0,1,39,0,42,1638,2022-10,,42
153587226,2022-10-05,,39,month,Yes,Active,0,1,39,0,42,1638,2022-10,,42
157295262,2022-10-05,2023-04-03,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-10,2023-04,6
157284386,2022-10-05,2023-04-02,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-10,2023-04,6
